,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,Nicotine,Semer,VSA,Age,Gender,Education,Neuroticism,Extraversion,Openness,Agreeableness,Conscientiouness,Impulsiveness,Sensation Seing
1713,Less than a year,Never,More than a year,Never,Less than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,More than a year,Never,Never,45-54,Male,Masters or Doctorate Degree,9.840894351534292,12.4595211259862,8.713796688224836,7.803461534020714,7.405263887124895,8.56948605880682,7.762342477019955
1714,Less than a year,Never,Never,Never,Less than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,More than a year,Never,Never,35-44,Female,Masters or Doctorate Degree,11.519332056055765,7.537668795606503,14.043500649335929,12.196538465979286,11.68830606518953,6.758404574067456,9.313161059044399
1715,Less than a year,Never,Never,Never,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,More than a year,Never,Never,45-54,Male,Professional certificate,6.737792525996952,10.983435809562208,9.139897077826394,7.35307531549839,10.355938759251348,8.56948605880682,7.762342477019955
1716,Less than a year,Never,More than a year,Never,Less than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,25-34,Female,University Degree,10.40896132401544,8.656080001710482,10.540454761850786,12.71784687503608,6.002089852093894,6.758404574067456,10.791183462868197
1717,Never,Never,Never,Never,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,25-34,Female,University Degree,11.519332056055765,13.402821685252892,6.978855290387562,17.108441385999143,13.770162454248403,4.308016529682876,2.6493609085522998
1718,Less than a year,Never,Never,Never,Less than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,More than a year,Never,Never,25-34,Female,School Dropout,8.895758419420952,10.512136789729775,2.0789760895403475,11.704268609497857,13.273533928344628,11.306852854668904,6.160226588104123
1719,Less than a year,More than a year,Never,Never,More than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,45-54,Male,University Degree,10.128623137324158,13.402821685252892,12.945361863092135,12.71784687503608,15.229681672805366,14.101358842555687,14.218653520690163
1720,Less than a year,Never,Never,Never,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,More than a year,Never,Never,55-64,Male,Professional certificate,4.196554318677292,9.526959953328262,5.9903749307752845,11.704268609497857,11.200625801013752,8.56948605880682,6.160226588104123
1721,Less than a year,Never,Never,Never,Less than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,More than a year,Never,Never,45-54,Female,Professional certificate,6.3401248684755345,10.512136789729775,8.713796688224836,10.830831668764215,11.68830606518953,4.308016529682876,6.160226588104123
1722,More than a year,Never,Never,Never,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,25-34,Female,School Dropout,6.737792525996952,6.237641000265736,3.4433911852242884,15.249627636850672,11.68830606518953,0.0,0.0
1723,Less than a year,More than a year,More than a year,Never,Less than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,More than a year,Never,Never,More than a year,Less than a year,Never,Never,25-34,Female,Masters or Doctorate Degree,10.68645012310245,10.983435809562208,12.491992603076007,7.803461534020714,8.477496565022111,0.0,6.160226588104123
1724,Less than a year,Never,Never,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Less than a year,Never,Never,18-24,Female,School Dropout,5.261661341378897,10.983435809562208,4.678910670160018,15.249627636850672,12.188860280109457,8.56948605880682,4.4879643818699515
1725,Less than a year,Never,Never,Never,Less than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,More than a year,Never,Never,45-54,Male,Masters or Doctorate Degree,7.933318393835825,7.10503889820491,9.139897077826394,8.691793000727408,8.828614809084506,8.56948605880682,7.762342477019955
1726,Less than a year,Never,More than a year,More than a year,Less than a year,Less than a year,Less than a year,Never,Never,Less than a year,Never,Never,More than a year,Never,Never,Never,More than a year,Never,Never,18-24,Male,college - no degree,3.6980302124129416,12.939830723320291,10.540454761850786,10.379175374383724,14.707593899017423,0.0,9.313161059044399
1727,Less than a year,More than a year,More than a year,More than a year,Less than a year,More than a year,Less than a year,Never,Never,More than a year,Never,Never,Never,Never,Never,Never,Less than a year,Never,Never,25-34,Female,college - no degree,12.151539930753945,5.795908892370942,8.279956084812017,9.950091791846113,7.744027756930573,8.56948605880682,14.218653520690163
1728,Less than a year,More than a year,Never,More than a year,Less than a year,More than a year,Less than a year,Never,Never,Never,Never,More than a year,More than a year,More than a year,Never,More than a year,Less than a year,Never,Never,45-54,Male,Masters or Doctorate Degree,9.249735467010176,9.082662121670285,11.553030180356698,9.55296216328557,10.355938759251348,8.56948605880682,9.313161059044399
1729,Less than a year,More than a year,More than a year,Never,Less than a year,More than a year,Less than a year,More than a year,Never,More than a year,Never,Never,Never,Never,More than a year,Never,Less than a year,Never,Never,25-34,Male,Professional certificate,11.519332056055765,7.537668795606503,7.858778341651095,6.50114306827235,13.770162454248403,10.071451478417035,4.4879643818699515
1730,Less than a year,Never,Never,Never,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,45-54,Male,Professional certificate,7.548858835105049,9.082662121670285,5.566217691084504,9.950091791846113,10.355938759251348,4.308016529682876,2.6493609085522998
1731,Less than a year,Never,Never,Never,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,More than a year,Never,Never,45-54,Female,Professional certificate,7.156949315033934,12.4595211259862,8.713796688224836,12.71784687503608,14.21985590412082,10.071451478417035,10.791183462868197
1732,Less than a year,Never,Never,Never,Less than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,More than a year,More than a year,Never,Never,Never,Never,Never,25-34,Female,Masters or Doctorate Degree,3.0903686246807434,10.983435809562208,3.4433911852242884,15.887725294138022,15.903139396598505,8.56948605880682,7.762342477019955
1733,Less than a year,Never,Never,Never,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,35-44,Male,Professional certificate,6.011287730269847,12.939830723320291,11.553030180356698,13.712374002701797,10.749142698795737,6.758404574067456,14.218653520690163
1734,Less than a year,Never,Never,Never,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,45-54,Male,Professional certificate,6.3401248684755345,9.082662121670285,10.02710694125534,11.265803784826057,9.980804535325428,8.56948605880682,7.762342477019955
1735,Less than a year,Never,Never,More than a year,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,55-64,Female,School Dropout,9.840894351534292,10.512136789729775,8.279956084812017,12.71784687503608,11.68830606518953,6.758404574067456,7.762342477019955
1736,Less than a year,Never,More than a year,Never,More than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,More than a year,Never,Never,25-34,Female,Professional certificate,10.947258132256106,10.010140717730678,9.139897077826394,10.830831668764215,9.980804535325428,6.758404574067456,4.4879643818699515
1737,Less than a year,Never,Never,More than a year,More than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,45-54,Female,University Degree,7.548858835105049,10.983435809562208,8.713796688224836,9.55296216328557,13.273533928344628,4.308016529682876,0.0
1738,Less than a year,Never,Never,Less than a year,Less than a year,Less than a year,Less than a year,Never,Never,More than a year,Never,More than a year,Never,Less than a year,Never,More than a year,Less than a year,Never,Never,25-34,Female,University Degree,14.709785420336614,11.94808685585825,13.462855070163904,5.321213730674642,9.980804535325428,4.308016529682876,4.4879643818699515
1739,Less than a year,More than a year,More than a year,Never,Less than a year,More than a year,Less than a year,More than a year,Never,More than a year,Never,Never,Never,More than a year,Never,More than a year,More than a year,Never,More than a year,35-44,Male,University Degree,5.679719928943397,12.4595211259862,14.043500649335929,8.249806602085233,8.477496565022111,11.306852854668904,14.218653520690163
1740,Less than a year,Never,Never,Never,More than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,35-44,Female,Masters or Doctorate Degree,8.56062888358916,11.454429386089501,8.713796688224836,9.12907434562228,12.711871745430614,8.56948605880682,6.160226588104123
1741,More than a year,Never,Never,Never,Never,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,More than a year,Never,Never,55-64,Female,college - no degree,8.895758419420952,7.10503889820491,5.9903749307752845,11.265803784826057,9.980804535325428,6.758404574067456,7.762342477019955
1742,Less than a year,Never,Never,Less than a year,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Less than a year,Never,Never,25-34,Female,School Dropout,4.733367070874065,12.939830723320291,7.441033496665879,16.4493008809708,16.73535660266254,4.308016529682876,6.160226588104123
1743,Never,Never,Never,Never,More than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,35-44,Female,Masters or Doctorate Degree,9.550998843920343,8.242326500566598,8.713796688224836,10.379175374383724,10.355938759251348,8.56948605880682,4.4879643818699515
1744,Less than a year,Never,Never,More than a year,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,More than a year,Never,Never,45-54,Female,college - no degree,10.68645012310245,12.4595211259862,12.046816958516988,14.186603008925168,9.587889249385167,10.071451478417035,9.313161059044399
1745,Less than a year,Less than a year,Never,Less than a year,More than a year,Less than a year,Less than a year,Never,Never,More than a year,Never,More than a year,More than a year,More than a year,More than a year,More than a year,Less than a year,Never,More than a year,18-24,Male,University Degree,14.357737645604448,7.876894130296005,20.0,20.0,7.744027756930573,12.594702071708037,20.0
1746,Less than a year,Less than a year,Never,Less than a year,Less than a year,More than a year,Less than a year,More than a year,Never,More than a year,Never,Never,Never,More than a year,Less than a year,More than a year,Less than a year,Never,Never,25-34,Female,School Dropout,18.033507017359003,8.656080001710482,9.139897077826394,4.4406759112794285,4.0968606034014945,12.594702071708037,9.313161059044399
